A,B,C,D,E,F,G,H,I,J,,,
1,0,0,1,0,1,0,0.1440203623,0.7299335254,0.6323877745,0.3287054063,0.0817584996,0.0698213563
0,1,1,0,0,0,0,0.9157604799,0.5789037431,0.0605464973,0.2692605820,0.8687408445,0.5914166202
0,0,0,1,0,1,0,0.0788132534,0.7817771374,0.2422467186,0.9275930938,0.7880878923,0.3360759332
1,1,1,0,1,1,1,0.7197022545,0.8053289345,0.4997750600,0.2671180042,0.2365077990,0.1169860680
0,0,1,1,0,0,0,0.0715133315,0.7697620746,0.7877948587,0.5631033136,0.7942996863,0.5464887153
1,1,0,1,0,0,0,0.1822038884,0.6844668458,0.5820789519,0.3995551937,0.6617573877,0.4034928619
0,0,0,1,0,1,0,0.7347929473,0.1993819196,0.1399653661,0.4512289283,0.9114052774,0.7119211564
1,1,0,1,0,1,0,0.1842874959,0.8762058681,0.5870517450,0.2844194155,0.1350537813,0.8564408333
0,0,0,0,1,0,1,0.1099152737,0.7095084009,0.1045968994,0.0365551612,0.1931554717,0.9868860627
1,0,1,0,0,0,0,0.5986202629,0.9027308188,0.3370830016,0.4428436449,0.3815872511,0.4050531499
1,0,0,0,1,1,1,0.5734815295,0.6919571194,0.2527798526,0.0983789233,0.0248558200,0.5273110550
0,0,0,1,1,0,1,0.1439483087,0.1094085919,0.9606852783,0.2687907331,0.4358651047,0.2415643651
1,1,1,1,1,1,1,0.8016822664,0.4609925123,0.0284555629,0.1757936813,0.8452637126,0.9313949905
0,1,0,0,1,0,0,0.1204230818,0.7957813297,0.8362130933,0.1171781248,0.5668943510,0.9629296940
0,0,1,1,1,1,1,0.5414145873,0.1065528556,0.1485902048,0.4508354049,0.5063812993,0.2047195714
1,1,1,0,0,0,1,0.8112756242,0.3258231007,0.3300710609,0.5172538143,0.6757599656,0.8278652481
1,1,0,1,1,1,1,0.2317911997,0.0775434393,0.0891214791,0.9642332168,0.4552762196,0.6384997442
0,1,0,0,0,1,1,0.4737385586,0.3543398269,0.8049605857,0.9611512544,0.7179717184,0.6714687562
1,1,0,1,0,1,1,0.7942698332,0.7816166575,0.8906083386,0.5035658670,0.7619966576,0.7301059971
0,1,0,1,1,0,1,0.8943420309,0.6568724667,0.6448575119,0.7163554332,0.5198886017,0.4470184543
1,0,1,1,1,0,1,0.9183633476,0.1353855636,0.2904411512,0.9635539288,0.6592031820,0.8914236440
1,0,0,0,0,1,0,0.2683409569,0.0199909233,0.0116523784,0.1999774561,0.6532851947,0.4504731493
1,1,1,0,1,0,0,0.0968657853,0.3121455139,0.8794122143,0.9876946281,0.2127432022,0.3149245372
0,0,1,1,0,0,1,0.6627874444,0.3126178524,0.7533844910,0.1347425245,0.8380021397,0.5454299725
0,0,1,0,1,1,0,0.2756310967,0.4598397086,0.7376953447,0.7585520763,0.5110696154,0.6173814009
0,0,1,0,0,0,0,0.2679494075,0.8297003717,0.5207728329,0.4043116616,0.0168948113,0.5307225143
1,0,0,0,1,1,1,0.2702179006,0.4896743908,0.6881269356,0.0080252504,0.3338508946,0.3232392054
1,0,0,1,0,0,0,0.1084245448,0.5214339825,0.3913463475,0.2326201550,0.8656993024,0.1394099267
1,1,0,0,0,1,0,0.9632365895,0.2752508442,0.8356837989,0.3289129147,0.6122189397,0.2337126834
1,0,0,1,0,0,1,0.5957584381,0.8409169693,0.6926771933,0.7171427365,0.5928338119,0.2918312284
0,0,0,0,0,0,0,0.6262672828,0.0070421104,0.8278748658,0.0535297608,0.3643816481,0.2123454968
1,1,0,0,1,0,1,0.1962886006,0.7002543299,0.3838001038,0.3720801948,0.1314037032,0.8799846852
1,0,1,1,1,1,0,0.3295411123,0.7134581595,0.2661963548,0.0901701231,0.3091711840,0.4495902099
1,1,1,1,1,1,0,0.2426332408,0.9811191433,0.0975307678,0.0483816299,0.3334114966,0.3779135998
0,0,0,0,1,1,1,0.1526390952,0.1433481565,0.9296921734,0.1679253089,0.4491581949,0.2355380012
0,0,0,1,0,0,0,0.2010024325,0.9600926666,0.8482576809,0.1367840753,0.5234494223,0.6852828916
0,1,1,0,0,1,1,0.1299426486,0.1711888267,0.8806148153,0.1006390187,0.2930871975,0.3214587248
0,0,0,1,1,0,1,0.3044368513,0.1509424890,0.1894658185,0.4263227596,0.2816331671,0.0676391264
1,1,0,1,0,1,0,0.6957819499,0.7030963092,0.7878478956,0.3964477945,0.9277052041,0.8328317185
0,1,0,1,0,1,1,0.1609910019,0.1072279164,0.0005138447,0.9122829991,0.8674485525,0.5652673454
1,0,1,0,0,0,1,0.5241434216,0.1133083287,0.5580451908,0.8546441644,0.5379514266,0.2963111042
1,0,1,0,0,1,1,0.0115617905,0.5582836755,0.9995927438,0.0371244345,0.2121844394,0.4187501883
1,0,0,1,0,0,1,0.3708248879,0.3181569446,0.5186982104,0.4982236335,0.3184080068,0.6638729256
0,1,0,0,0,0,0,0.1376882046,0.7319514058,0.9937879131,0.4447843828,0.1922959746,0.0949609322
0,1,1,1,0,1,1,0.5811112551,0.6870931331,0.2196566048,0.6773844324,0.8391762609,0.0807373025
1,0,1,1,0,0,0,0.7032134840,0.0884965886,0.4615664240,0.4318304183,0.8260045373,0.4265807583
0,0,1,1,1,0,1,0.3000491392,0.5306872157,0.6202359674,0.0550611611,0.5074324384,0.6154895229
1,1,0,0,0,0,1,0.3427483491,0.5166210402,0.1834350689,0.6414440810,0.7905246904,0.3550685351
1,1,1,1,0,0,0,0.8834471530,0.4728196184,0.9935882236,0.0958398506,0.8868500656,0.0591479880
1,0,0,0,1,1,1,0.0626764218,0.0185614983,0.5051262574,0.0512379250,0.2421378815,0.5591257410
0,0,0,0,1,1,1,0.6930274051,0.0953423455,0.2651546220,0.3203496016,0.7381598209,0.7995881620
0,0,0,0,1,1,0,0.5880588000,0.6615102175,0.8923452082,0.5521973632,0.6364327599,0.8035101527
0,0,0,1,0,1,1,0.4571760753,0.9536651419,0.2033004141,0.3217476979,0.8831263529,0.7863085014
0,0,1,0,0,1,1,0.0047199843,0.0406440375,0.3618975221,0.5131417885,0.1873913272,0.1899024239
1,0,1,1,0,0,1,0.4766824017,0.4155514445,0.4929340091,0.7576742098,0.2561386283,0.4261870566
1,0,0,1,0,1,1,0.0037718266,0.5417396035,0.0472453097,0.7957244343,0.5062795798,0.4841664685
0,1,1,0,0,1,1,0.7087424826,0.4402238149,0.1266082078,0.3440989768,0.1025879607,0.9219853980
0,1,1,1,1,1,1,0.0208992111,0.9017747138,0.3636702979,0.6897000950,0.9673603196,0.5183812263
1,0,1,1,1,1,1,0.8270374136,0.1886860370,0.7556932895,0.5183873028,0.2425740738,0.5542007750
0,0,0,1,0,1,0,0.5631204220,0.3042108980,0.6715109590,0.7582954592,0.1807107148,0.1408420047
0,1,0,1,0,1,1,0.6601275071,0.3961920249,0.7251059171,0.2793428921,0.6387435179,0.3154811794
0,1,1,1,0,1,0,0.9873314039,0.9621612020,0.9204158555,0.1722369511,0.2192643424,0.1297606681
1,1,1,1,1,1,1,0.3687542770,0.3176657758,0.1449299636,0.9408272272,0.6606524414,0.0763355717
1,0,0,0,0,0,0,0.8562741480,0.4244891992,0.8330129338,0.2109366939,0.6357903453,0.9495859970
0,1,0,0,1,0,0,0.0876235827,0.8171670800,0.5112407985,0.3075615847,0.9859773400,0.0898518758
1,1,0,0,1,1,0,0.9801849774,0.3593185800,0.0110587021,0.0500140293,0.4045292730,0.8591711256
0,0,0,0,0,0,0,0.6034621745,0.8919057953,0.6613710113,0.6899382635,0.9234374613,0.1029974315
1,0,1,1,1,0,1,0.6093189497,0.4116894100,0.7574935062,0.5905412165,0.0010259538,0.5385732292
1,0,0,0,1,0,0,0.3376696743,0.7698465330,0.0947386199,0.3875709302,0.8270974569,0.4797786530
1,0,1,1,1,0,1,0.8044617763,0.7102925573,0.4892058610,0.0606625453,0.0030165198,0.8165064272
1,0,1,1,1,0,0,0.3220292740,0.7754659238,0.4434112636,0.2212435496,0.3476217650,0.1957073710
1,1,0,0,0,1,1,0.5800165902,0.2231547423,0.0651817941,0.3400232787,0.6170126563,0.4372155475
1,1,0,0,0,0,0,0.7418614374,0.3252736055,0.7970966687,0.6179743577,0.9603148326,0.3728512661
0,0,1,0,1,0,0,0.2119503594,0.0766296159,0.8714279905,0.2195863994,0.1219007778,0.7492486862
1,0,1,0,1,0,0,0.8160434151,0.8540732367,0.7396599967,0.9623619765,0.8931151237,0.9101985730
1,1,0,0,0,0,1,0.4908383153,0.4131589066,0.1312644435,0.2596181566,0.6074278755,0.6035612482
1,0,1,1,1,0,1,0.4906308018,0.0267168824,0.6259712242,0.6181147760,0.8948006681,0.2466989304
1,1,1,1,1,0,0,0.5323425187,0.9662291165,0.1976454132,0.8290267619,0.4766654554,0.0164835420
0,0,0,1,0,0,1,0.7814671570,0.3710199739,0.3510732469,0.5298513654,0.7941788384,0.2400771370
0,1,1,1,0,0,1,0.0275164065,0.6284043994,0.9426588109,0.0824743444,0.9302600818,0.6619578376
0,0,0,1,1,1,0,0.1229287810,0.8639123654,0.6934603937,0.7475429694,0.3996227612,0.2342092004
0,1,1,0,1,1,1,0.3371928441,0.0074500698,0.9758717231,0.7606625757,0.5773902484,0.1681635613
1,0,0,0,1,1,1,0.7934412686,0.2726570806,0.4651604979,0.3776738904,0.0324556148,0.9300612393
1,1,0,0,0,0,1,0.0826182310,0.1810570247,0.6101269848,0.3157553482,0.2733857529,0.3184861536
0,1,1,1,0,1,1,0.6382228448,0.7657569190,0.8402785263,0.8700272646,0.3010494839,0.0082051968
0,1,1,0,1,0,1,0.0952728498,0.2750636889,0.0014472310,0.5442371708,0.0620901696,0.3260591822
0,1,0,0,1,1,0,0.1361114164,0.3373089065,0.2290488477,0.5276197172,0.5413938155,0.9995496832
1,1,1,0,1,1,1,0.8130276958,0.4909304804,0.3790305322,0.0348516945,0.7047559400,0.9907420259
1,1,0,1,1,0,0,0.4856827185,0.7944050687,0.6302630957,0.4523295793,0.9270192459,0.2049029456
0,0,0,0,0,1,0,0.6942977658,0.4834934729,0.2752422402,0.6036353838,0.8017123519,0.7147314502
0,1,0,0,0,1,0,0.8018962885,0.2919912776,0.3954397226,0.2220855718,0.0018643891,0.4696503645
0,0,0,1,0,0,1,0.3196679433,0.3946781005,0.8045381452,0.1103078495,0.9475760097,0.9634645139
1,1,0,1,1,0,0,0.3678612225,0.2378699738,0.1612948775,0.2887935699,0.6574427392,0.4392075855
0,0,1,1,1,1,1,0.8261082056,0.5338483285,0.1044350401,0.4151664800,0.3381607383,0.7061491297
1,0,0,1,0,0,1,0.1966365869,0.1503235484,0.0205740901,0.0834230157,0.4417010671,0.5918096672
1,1,0,0,1,0,0,0.7030685144,0.5986038735,0.1212912076,0.2997236811,0.9056546153,0.4207504066
0,1,0,1,1,1,0,0.9965445618,0.5827687364,0.5141019337,0.5987898246,0.3710581022,0.8450552020
1,0,1,0,1,0,1,0.3420688505,0.2559865261,0.7955242498,0.0108997808,0.4313526223,0.8308630232
1,0,1,1,0,0,0,0.2171924841,0.3437771965,0.9382420103,0.8831200837,0.0494361916,0.2273661238
0,0,1,1,1,0,0,0.6467952919,0.6506514340,0.9564557918,0.2400239981,0.0947769624,0.9552811463
0,0,1,1,0,1,1,0.8397531784,0.8967338623,0.6800394957,0.1440921463,0.9072867557,0.2027929104
0,1,1,0,0,0,1,0.1122246156,0.5073900959,0.9084710139,0.5896273688,0.8813032731,0.4252330125
1,1,0,1,0,1,1,0.3402106371,0.1989989523,0.7606990044,0.6964884233,0.9175308761,0.5457758936
0,1,0,0,1,1,0,0.4237837126,0.4591770428,0.4990264229,0.7708501881,0.8567341110,0.4233514862
1,1,1,1,1,1,1,0.2330163629,0.9514321527,0.8254245124,0.5155897527,0.1959726862,0.1668075598
1,0,1,1,1,0,0,0.0363692553,0.0945824375,0.2385550910,0.5652974350,0.3066299986,0.7146987338
0,1,0,0,1,0,0,0.0877375514,0.4151903517,0.0822696411,0.5589874419,0.9978894521,0.0004492332
0,1,1,1,0,1,0,0.4741204381,0.2495458727,0.2452957546,0.1998743564,0.8966136989,0.9678827380
1,0,1,1,1,0,1,0.2665943569,0.5150249279,0.4812453636,0.5307659730,0.1160408719,0.6166169150
1,1,0,0,0,0,1,0.0693638776,0.0796838962,0.3196404218,0.8432224612,0.5171480658,0.2942497083
0,1,0,0,1,0,1,0.6759901848,0.1582375132,0.3463434237,0.4391457550,0.3213601485,0.1449789745
1,1,0,1,1,1,0,0.4254821795,0.6107773744,0.5805641105,0.2277692910,0.3888080302,0.0755051319
1,0,1,1,0,1,0,0.0529370266,0.3049493544,0.3458118904,0.4972422943,0.5746114613,0.0842318893
0,1,0,0,1,0,1,0.1451420216,0.2189408429,0.1378735132,0.2529023173,0.1836199183,0.3490725495
0,1,1,0,1,1,0,0.4957043044,0.4302878268,0.5338435713,0.1232408215,0.2218981870,0.0724747363
0,1,1,0,0,1,1,0.5663259015,0.0414992003,0.8961274708,0.9955062247,0.2203896684,0.4384223521
0,1,1,1,1,1,0,0.4318881417,0.0446593575,0.9781668503,0.6755054998,0.3746555620,0.9361398132
1,0,1,1,0,0,0,0.8342936244,0.5752752325,0.7627424388,0.4168951325,0.6563430270,0.6514317524
0,0,0,0,1,1,0,0.7338241981,0.7270653658,0.7115688985,0.5742503661,0.9388418063,0.6414785897
0,0,0,1,1,0,1,0.5521724154,0.9191819341,0.1548748026,0.9726884426,0.7907430502,0.9410520550
0,1,0,1,1,1,0,0.4832872143,0.8072544867,0.7927563027,0.3660700088,0.3618520349,0.8171715746
1,0,0,0,0,1,0,0.4339290382,0.1479210290,0.1325394413,0.3535403623,0.3473044229,0.6293475204
0,1,1,1,0,1,1,0.3202994186,0.4707631068,0.3509992943,0.6425841479,0.8439998492,0.1398114115
1,0,0,0,0,0,0,0.5124635524,0.7037663581,0.3070808505,0.3823081460,0.8549075881,0.1238826527
0,1,1,0,0,0,0,0.3240388804,0.5814798372,0.5478552682,0.3804934998,0.7399439625,0.0399372359
0,0,1,0,0,1,0,0.8006631983,0.0946911555,0.3262995179,0.0851231981,0.9425758570,0.7880025832
1,0,0,0,1,0,1,0.1267256825,0.7326182732,0.7016502479,0.5407854766,0.6998077300,0.7699233694
0,0,0,0,0,1,0,0.6597125442,0.3927678419,0.4009583141,0.7417896371,0.3254186106,0.0979682184
0,1,1,0,1,0,1,0.3763337163,0.6354285991,0.8007354471,0.3379979176,0.0117545095,0.3666798747
0,0,0,1,0,0,0,0.9400275648,0.2157931160,0.4620867162,0.8703415701,0.8935722616,0.3696966656
0,0,1,0,1,1,1,0.0658901343,0.7093685279,0.5370307486,0.2070855382,0.3094249596,0.9916846608
1,0,1,0,0,1,1,0.1613073139,0.9648795840,0.5448016454,0.4725460815,0.6415239023,0.6112382729
0,0,1,1,1,0,1,0.7672030791,0.2772770780,0.6460519922,0.9816431347,0.6171465423,0.6775813494
0,0,0,1,1,1,0,0.4295962718,0.0377992610,0.4212835105,0.8299829727,0.9898442151,0.9923478379
1,0,1,0,1,0,0,0.8396215248,0.4587493977,0.0919148377,0.3565815678,0.6129951044,0.0799682857
1,1,0,0,0,1,0,0.9069148223,0.4695786904,0.4734133705,0.5538031999,0.5722739599,0.2990633445
0,0,1,0,1,1,1,0.1329198098,0.3896724340,0.0420896187,0.5357286823,0.7919668774,0.4771131338
1,1,0,1,1,0,1,0.3796190629,0.2323089540,0.6376919262,0.2250322117,0.0845508929,0.1022532652
0,1,0,1,1,0,1,0.9225360043,0.7693553222,0.4172314052,0.7728153081,0.8675734256,0.8909490434
0,0,0,0,0,1,1,0.8575756871,0.3165811799,0.0045590629,0.7257703906,0.0105273998,0.1086289268
0,0,1,0,0,0,0,0.2489822842,0.9389364347,0.4931644425,0.9923804663,0.2264944445,0.3468395993
0,0,1,0,0,0,0,0.7887103623,0.0681893257,0.4870507759,0.1942088814,0.9350432632,0.4239829960
0,0,1,0,0,1,0,0.5472970256,0.8659304623,0.9338533105,0.4047547714,0.6105914777,0.5179459723
1,1,1,0,1,0,0,0.9771651751,0.7007445865,0.0219569886,0.5168913542,0.4745873306,0.0760202701
1,1,1,0,0,0,0,0.3544546701,0.5114815459,0.6503508668,0.7145085572,0.1514552925,0.4977414939
1,1,1,0,1,1,0,0.8535431381,0.0058916663,0.4813282625,0.6803220240,0.8538126810,0.8139481694
1,1,1,1,1,0,1,0.5713474331,0.0729779806,0.1433431213,0.3098103348,0.5497215549,0.2692250782
0,0,0,1,1,1,1,0.2187829572,0.2926328382,0.6840622374,0.7274198793,0.1479345970,0.8130491120
1,0,0,0,0,1,0,0.5210038810,0.1520347884,0.7646881887,0.1919995602,0.0055993898,0.8156751506
1,1,0,0,0,1,1,0.4846550338,0.1315198722,0.9190539671,0.6447710055,0.0703071128,0.5519254054
0,0,0,1,0,1,0,0.2262809514,0.1806351510,0.4007387594,0.4763372634,0.5038693612,0.6462439885
1,1,0,0,1,0,0,0.8261273033,0.4284609780,0.9964363775,0.0713535743,0.7149330033,0.9865230820
0,0,0,0,1,0,1,0.1754230293,0.6709580878,0.9813480871,0.0342475926,0.0332584810,0.9342537238
0,1,1,0,0,0,0,0.1403696286,0.1040584487,0.7690245863,0.5250436412,0.4546536044,0.4063725686
0,0,1,1,1,1,0,0.1388586485,0.4120875564,0.3855251749,0.6361063113,0.3654006924,0.1148813474
1,0,0,0,0,1,1,0.1773728612,0.5602296740,0.4955302561,0.3398288693,0.9664543555,0.9063103311
0,1,1,0,0,0,1,0.1534568714,0.7614295939,0.7371219615,0.6426167260,0.7186911874,0.9871610492
0,0,0,1,0,1,1,0.2478879197,0.1312072286,0.8049707287,0.6267887843,0.1431123754,0.5496628457
1,1,1,1,1,1,1,0.2299410813,0.6130560352,0.2259042682,0.6029987889,0.7017352553,0.2236438384
0,1,1,0,0,0,0,0.5282096220,0.2104550814,0.0566971283,0.9124279004,0.4252164639,0.9986456176
0,1,1,0,0,0,1,0.1721576503,0.9313186123,0.0360575654,0.9142355043,0.7475100951,0.9830263462
0,1,1,0,1,0,0,0.4783577090,0.7024740353,0.3446529438,0.0493871653,0.9570906362,0.5103353993
1,0,0,1,1,0,1,0.0920938961,0.1609239955,0.4553729398,0.4970030300,0.1253467002,0.2358075920
1,0,1,0,1,0,0,0.5857530637,0.9852993898,0.3317617835,0.4975937204,0.0148362815,0.6389553258
0,1,0,0,1,0,0,0.2410603436,0.0885835201,0.9889294449,0.2421436594,0.4911092902,0.4848004556
0,1,0,1,1,0,0,0.9490581648,0.6734074303,0.7271651789,0.0996741788,0.9856499499,0.6449329136
1,0,0,1,0,0,0,0.7484657085,0.9759353651,0.5565737700,0.4013286475,0.6187699409,0.9229947473
1,1,0,1,0,0,1,0.0136293424,0.9079832514,0.6836803746,0.1719338689,0.8978670277,0.4431884564
1,0,0,0,0,1,1,0.8620712254,0.4504731903,0.5090648304,0.0752153429,0.6274096929,0.0411858060
0,1,0,1,0,1,1,0.5064243586,0.7526008342,0.0276985476,0.5630751685,0.9944563610,0.6639111629
1,0,1,0,1,1,0,0.6685471260,0.8960112175,0.5225705160,0.5342702353,0.8890361153,0.3356335005
0,0,0,0,1,0,0,0.4271621243,0.9059246904,0.4053245001,0.5143706212,0.0311103603,0.1496544858
1,1,0,1,1,0,0,0.7184372828,0.1985676810,0.5860941974,0.5784170232,0.9776991936,0.6406267704
1,0,1,0,1,1,1,0.4482518556,0.6191111933,0.2427823301,0.0952770687,0.6083668219,0.8407202475
1,1,1,0,0,0,0,0.6699175853,0.7257761760,0.8877613856,0.8310069120,0.3643417759,0.5559937861
0,1,1,1,1,0,0,0.5767541490,0.1764911911,0.4381732433,0.3981314595,0.2868051371,0.0647777193
1,0,1,0,1,0,0,0.9519462758,0.5380473309,0.2788721249,0.3703313731,0.6281328509,0.6098701688
0,1,0,0,0,1,1,0.6662845146,0.9730147710,0.0419942355,0.7096798103,0.9607730047,0.6547199017
1,0,0,0,1,0,0,0.0529279481,0.8346095318,0.2480307887,0.2726920177,0.7189564290,0.4333318700
0,0,1,0,0,0,0,0.1392642455,0.2461993755,0.7885499285,0.6124695293,0.8703712984,0.3946105251
0,1,1,0,1,0,1,0.5887708431,0.0155822020,0.4628789700,0.2658062475,0.0735485600,0.3433449022
1,0,1,1,1,0,0,0.7717361716,0.4042332713,0.6442744196,0.2947790255,0.4244239749,0.3617901937
1,1,0,0,1,1,1,0.7149153934,0.8823563028,0.7464342667,0.1904433887,0.3061638847,0.8809034163
0,1,0,0,1,0,0,0.5031121564,0.2345336368,0.7558542960,0.4068052522,0.2033711462,0.5124720111
1,0,1,0,1,1,1,0.3606739724,0.0826975773,0.8155518612,0.6414921451,0.1394953388,0.6309447866
1,1,1,1,0,0,1,0.2566129752,0.4723881101,0.4505665875,0.6062146993,0.0514354724,0.3416256923
1,0,1,1,1,0,0,0.7205450484,0.0127596729,0.9692246830,0.0391375688,0.9629573827,0.4569747988
0,0,1,0,1,0,0,0.9539307598,0.3604997448,0.4819483547,0.7024755226,0.7475667330,0.8131953888
1,0,0,0,1,1,0,0.1348997816,0.3281796891,0.3475323180,0.9011348630,0.8439657725,0.1585842404
1,0,1,1,0,0,1,0.2454609498,0.6367005641,0.1500437497,0.8472130084,0.8052715068,0.4112191563
0,0,0,0,1,1,0,0.6820535632,0.4014858557,0.6517591299,0.9923146125,0.9223043406,0.2711905199
0,1,0,0,0,1,1,0.4729931080,0.8867001259,0.4782158155,0.2594407075,0.6334169488,0.8618197571
1,1,1,1,0,1,0,0.9790962799,0.0133425826,0.0085256258,0.6469925554,0.5032564369,0.2406042577
0,1,0,0,0,1,0,0.5883404934,0.3282406279,0.1867720261,0.4302161243,0.2629816122,0.7134998413
0,0,0,0,1,1,1,0.0922498875,0.1122929407,0.2486005682,0.3923494658,0.4855157770,0.8269255934
0,1,0,1,1,0,1,0.2704415615,0.5192544926,0.0598919429,0.6112018898,0.5889107795,0.6907654712
1,1,0,0,0,1,1,0.8086381219,0.2021198897,0.3486153744,0.5528657758,0.2593218144,0.3585968260
0,0,1,1,1,0,1,0.1151868608,0.0492232163,0.6675279839,0.0706388871,0.3233865690,0.9400430806
0,0,1,1,1,0,0,0.4898994719,0.2616848391,0.2355516274,0.9004899859,0.3691083435,0.3559433841
1,1,0,1,1,0,1,0.5465699714,0.7851307611,0.9124737419,0.8412541528,0.2692647539,0.8027576446
0,0,1,1,1,0,1,0.1723212563,0.7695306917,0.2477508667,0.3018585388,0.1124554332,0.7850742457
0,0,1,0,0,0,1,0.7489085579,0.4249270121,0.4430077299,0.1976649174,0.1896349033,0.1595608969
0,0,0,1,0,1,0,0.4426810280,0.8443341032,0.9508698299,0.9707117155,0.8164960514,0.2670838162
1,0,1,0,1,1,1,0.3018462085,0.1649209228,0.8660869687,0.2200641404,0.4224915360,0.6439310182
1,0,0,1,1,0,1,0.7972463924,0.2363114716,0.5874130349,0.3825877919,0.3298667767,0.6982171098
0,0,1,0,0,0,0,0.2612485467,0.7293593083,0.0777584799,0.3105255729,0.8375477260,0.5245188177
1,1,1,0,1,1,0,0.0272852532,0.9654227621,0.6333611812,0.7763743498,0.7195511442,0.2307419656
1,0,0,1,0,0,1,0.4988635117,0.2241817112,0.0571898450,0.3719485388,0.5295442818,0.9343538117
1,0,0,1,1,1,0,0.2216223776,0.0785773136,0.5678252950,0.4250451578,0.2941561290,0.0649848953
0,0,0,1,0,1,0,0.7842646362,0.4327092962,0.8487592498,0.0005274867,0.6822309047,0.3333929325
0,1,1,0,0,0,0,0.3503865241,0.2978183073,0.0516015086,0.8098463453,0.9174958728,0.6291150930
0,0,1,0,0,1,0,0.2877487699,0.6409765449,0.7418356673,0.4066200657,0.2325581675,0.7466772604
0,0,0,0,1,1,1,0.6420572181,0.6692834557,0.0390128247,0.5388456141,0.0538528436,0.4363556518
0,0,1,0,1,0,1,0.3795342944,0.1488647051,0.7368327249,0.7041217391,0.3298280253,0.3679079982
1,0,1,0,0,0,1,0.5453202464,0.7211590251,0.0019125431,0.8796182093,0.3221185892,0.1977754431
0,0,0,1,1,1,0,0.4576827059,0.8223570581,0.1306853541,0.3315510815,0.0682421718,0.4771794337
1,1,0,1,0,1,1,0.0028807637,0.6965631838,0.1545426473,0.1339443857,0.8620176595,0.3464583065
0,1,0,0,0,0,0,0.6565190088,0.6740001589,0.6986167487,0.6662400998,0.9315637415,0.3876809776
1,1,0,0,1,1,1,0.7496367102,0.4599721166,0.8942870507,0.1704361332,0.0980726881,0.1453373828
0,0,0,1,0,0,1,0.5980923981,0.3236566237,0.3399928152,0.5775694861,0.8514903528,0.0611142954
0,1,0,1,1,0,0,0.2782032606,0.7154334569,0.1471363208,0.8530054549,0.9162979913,0.7042684546
1,1,0,1,0,1,0,0.5457593109,0.4852434541,0.9228581423,0.2442530952,0.2700218661,0.6701845885
1,0,0,0,0,1,1,0.3679281040,0.1217005304,0.3355491362,0.3396669668,0.0831860024,0.9384248243
0,1,0,1,1,1,0,0.9639359028,0.5258385125,0.5258792597,0.8021236174,0.1370680719,0.5628615492
0,0,0,0,0,1,0,0.7322324882,0.9645982245,0.3750475808,0.4658594709,0.6186276609,0.9004939967
1,1,0,0,1,1,1,0.8715733476,0.9463270209,0.0562540060,0.7061543092,0.3923014631,0.9569977382
0,1,1,1,0,1,0,0.7965051821,0.1448336793,0.1017296230,0.5775176464,0.4164563678,0.6366285346
1,1,1,1,0,1,0,0.7086302396,0.6212729928,0.1919531133,0.9204289243,0.3286895617,0.5222541476
1,1,1,1,0,0,0,0.4854118731,0.5429341719,0.7640083027,0.9440174834,0.9522541887,0.1095319930
0,0,0,1,0,0,1,0.9677228089,0.5302163283,0.7416418674,0.8345438540,0.8873153077,0.1346918102
1,0,0,0,1,1,1,0.1312968540,0.8997013667,0.4308788632,0.3681110786,0.7107079900,0.5487162545
0,1,1,0,0,1,1,0.5628304007,0.9070143490,0.2182698571,0.7381832656,0.0472348728,0.0141534354
0,1,1,0,0,0,1,0.9641278782,0.4514122484,0.9546116996,0.9553231653,0.2185730361,0.2490941281
1,1,0,0,0,0,0,0.7637217203,0.7973721586,0.3506336855,0.2652012627,0.2064375626,0.0028228150
1,0,1,0,1,0,1,0.7801679643,0.3060115851,0.5611171224,0.7769385898,0.0473737172,0.9422446555
1,0,0,1,0,0,1,0.7220028434,0.1615660349,0.7634894056,0.4065339942,0.7881733882,0.0967713022
1,0,1,1,1,1,1,0.1147812912,0.2259893576,0.2532982710,0.8656505491,0.3496087748,0.7257802668
0,0,1,0,1,0,0,0.8119442752,0.6824517669,0.8881783979,0.5403127372,0.9333577589,0.3696861095
0,1,1,1,1,0,0,0.5520802126,0.0440214174,0.1658308804,0.5757109118,0.7556463266,0.5900960541
0,1,0,0,1,0,1,0.8858915181,0.2755819992,0.6503610071,0.2470965884,0.1819399921,0.6893176981
0,1,1,1,0,0,1,0.4407102945,0.1411686083,0.3862183075,0.8443009462,0.7145474944,0.5125645748
1,0,0,1,1,1,0,0.7535198415,0.3398671784,0.3370703962,0.3414100399,0.7451686314,0.9282649350
1,0,0,0,1,1,0,0.1742511964,0.9486790840,0.5240792166,0.8627109816,0.1625894550,0.4419836001
0,1,1,1,0,0,0,0.6973316139,0.4097114704,0.5547094736,0.6514444086,0.7596566239,0.9754258920
0,0,1,0,0,0,1,0.3211498880,0.6944224006,0.2011184115,0.5878194277,0.3940428547,0.5520806066
0,1,0,1,0,1,1,0.7822297527,0.2388449362,0.2929436122,0.2635949184,0.0271992260,0.9844476669
1,1,1,1,0,0,0,0.4300420680,0.6518585826,0.2795146247,0.4126666575,0.4319798755,0.1175486664
1,0,0,1,1,0,1,0.0340141146,0.1914488180,0.1675995211,0.1528756069,0.5733160637,0.2520359601
0,1,0,1,0,1,1,0.8202546197,0.2806655555,0.1672602100,0.8681082176,0.3069873280,0.3582036057
